name,mass (g),GeoLocation
Malvern,807,"(-29.450000, 26.766670)"
Mamra Springs,1000,"(45.216670, 62.083330)"
Manbhoom,1700,"(23.050000, 86.700000)"
Manegaon,50,"(20.966670, 76.100000)"
Mangwendi,22300,"(-17.650000, 31.600000)"
Manych,3555,"(45.816670, 44.633330)"
Mardan,4500,"(34.233330, 72.083330)"
Maria Linden,114,
Mariaville,340,"(42.716670, -99.383330)"
Maribo,26,"(54.761830, 11.467450)"
Maridi,3200,"(4.666670, 29.250000)"
Marilia,2500,"(-22.250000, -49.933330)"
Marion (Iowa),28400,"(41.900000, -91.600000)"
Marjalahti,45000,"(61.500000, 30.500000)"
Marmande,3000,"(44.500000, 0.150000)"
Maromandia,6000,"(-14.200000, 48.100000)"
Maryville,1443,"(35.800000, -84.100000)"
Mascombes,1000,"(45.366670, 1.866670)"
Mason Gully,25,"(0.000000, 0.000000)"
Mässing,1600,"(48.133330, 12.616670)"
Mauerkirchen,19000,"(48.183330, 13.133330)"
Mauritius,220,"(-20.000000, 57.000000)"
Mayo Belwa,4850,"(8.966670, 12.083330)"
Mazapil,4000,"(24.683330, -101.683330)"
Maziba,4975,"(-1.216670, 30.000000)"
Mbale,150000,"(1.066670, 34.166670)"
Medanitos,31,"(-27.250000, -67.500000)"
Meerut,22,"(29.016670, 77.800000)"
Meester-Cornelis,24750,"(-6.233330, 106.883330)"
Menow,10500,"(53.183330, 13.150000)"
Menziswyl,29,"(46.818670, 7.218170)"
Mern,4000,"(55.050000, 12.066670)"
Meru,6000,"(0.000000, 37.666670)"
Merua,71400,"(25.483330, 81.983330)"
Messina,2405,"(38.183330, 15.566670)"
Meuselbach,870,"(50.583330, 11.100000)"
Mezel,1300,"(45.766670, 3.250000)"
Mezö-Madaras,22700,"(46.500000, 25.733330)"
Mhow,350,"(25.900000, 83.616670)"
Mianchi,1100,"(34.800000, 111.700000)"
Middlesbrough,1600,"(54.566670, -1.166670)"
Mifflin,3584,"(42.907500, -90.365560)"
Mighei,8000,"(48.066670, 30.966670)"
Mihonoseki,6380,"(35.568330, 133.220000)"
Mike,224,"(46.233330, 17.533330)"
Milena,10000,"(46.183330, 16.100000)"
Millbillillie,330000,"(-26.450000, 120.366670)"
Miller (Arkansas),16700,"(35.400000, -92.050000)"
Minamino,1040,"(35.078330, 136.933330)"
Mineo,42,"(37.283330, 14.700000)"
Min-Fan-Zhun,5500,"(32.333330, 120.666670)"
Minnichhof,550,"(47.700000, 16.600000)"
Mirzapur,8510,"(25.683330, 83.250000)"
Misshof,5800,"(56.666670, 23.000000)"
Mjelleim,101,"(61.733330, 5.933330)"
Mocs,300000,"(46.800000, 24.033330)"
Modoc (1905),35000,"(38.500000, -101.100000)"
Mokoia,4500,"(-39.633330, 174.400000)"
Molina,144000,"(38.116670, -1.166670)"
Molteno,150,"(-31.250000, 26.466670)"
Monahans (1998),2587,"(31.608330, -102.858330)"
Monroe,8600,"(35.250000, -80.500000)"
Monte das Fortes,4885,"(38.016670, -8.250000)"
Monte Milone,3130,"(43.266670, 13.350000)"
Montferré,149000,"(43.390560, 1.962500)"
Montlivault,500,"(47.633330, 1.583330)"
Monze,,"(-15.966670, 27.350000)"
Moore County,1880,"(35.416670, -79.383330)"
Mooresfort,3520,"(52.450000, -8.333330)"
Moorleah,8888,"(-40.975000, 145.600000)"
Moradabad,70,"(28.783330, 78.833330)"
Morávka,633,"(49.600000, 18.533330)"
Mornans,1300,"(44.600000, 5.133330)"
Moss,3763,"(59.433330, 10.700000)"
Moti-ka-nagla,1500,"(26.833330, 77.333330)"
Motta di Conti,9150,"(45.200000, 8.500000)"
Mount Browne,11300,"(-29.800000, 141.700000)"
Mount Tazerzait,110000,"(18.700000, 4.800000)"
Mount Vaisi,17000,"(44.083330, 6.866670)"
Mtola,1100,"(-11.500000, 33.500000)"
Muddoor,4400,"(12.633330, 77.016670)"
Mulletiwu,26,"(9.333330, 80.833330)"
Muraid,4703,"(24.500000, 90.216670)"
Murchison,100000,"(-36.616670, 145.200000)"
Murray,12600,"(36.600000, -88.100000)"
Muzaffarpur,1245,"(26.133330, 85.533330)"
Myhee Caunta,,"(23.050000, 72.633330)"
Nadiabondi,8165,"(12.000000, 1.000000)"
Nagai,1810,"(38.121670, 140.061670)"
Nagaria,20,"(26.983330, 78.216670)"
Nagy-Borové,6100,"(49.166670, 19.500000)"
Nakhla,10000,"(31.316670, 30.350000)"
Nakhon Pathom,23200,"(13.733330, 100.083330)"
Nammianthal,4500,"(12.283330, 79.200000)"
Nan Yang Pao,52900,"(35.666670, 103.500000)"
Nanjemoy,7500,"(38.416670, -77.166670)"
Nantong,529,"(32.116670, 121.800000)"
Naoki,17000,"(19.250000, 77.000000)"
Naragh,2700,"(33.750000, 51.500000)"
Narellan,368,"(-34.050000, 150.688890)"
Narni,,"(42.516670, 12.516670)"
Nassirah,347,"(-21.733330, 165.900000)"
Natal,1,
Nawapali,105,"(21.250000, 83.666670)"
Neagari,420,"(36.449170, 136.465280)"
Nedagolla,4500,"(18.683330, 83.483330)"
Nejo,2450,"(9.500000, 35.333330)"
Nerft,10250,"(56.500000, 21.500000)"
Neuschwanstein,6189,"(47.525000, 10.808330)"
New Concord,230000,"(40.000000, -81.766670)"
New Halfa,12000,"(15.366670, 35.683330)"
New Orleans,19256,"(29.947180, -90.109760)"
Ngawi,1393,"(-7.450000, 111.416670)"
N'Goureyma,37500,"(13.850000, -4.383330)"
Nicorps,,"(49.033330, -1.433330)"
Niger (L6),3,
Niger (LL6),3,
Nikolaevka,3996,"(52.450000, 78.633330)"
Nikolskoe,6000,"(56.116670, 37.333330)"
Ningbo,14250,"(29.866670, 121.483330)"
Ningqiang,4610,"(32.925000, 105.906670)"
Nio,467,"(34.200000, 131.566670)"
N'Kandhla,17200,"(-28.566670, 30.700000)"
Nobleborough,2300,"(44.083330, -69.483330)"
Noblesville,484,"(40.085280, -86.055000)"
Nogata,472,"(33.725000, 130.750000)"
Nogoya,4000,"(-32.366670, -59.833330)"
Norfork,1050,"(36.216670, -92.266670)"
Norton County,1100000,"(39.683330, -99.866670)"
Noventa Vicentina,177,"(45.291670, 11.527220)"
Novo-Urei,1900,"(54.816670, 46.000000)"
Novy-Ergi,,"(58.550000, 31.333330)"
Novy-Projekt,1001,"(56.000000, 22.000000)"
Noyan-Bogdo,250,"(42.916670, 102.466670)"
Nuevo Mercurio,50000,"(24.300000, -102.133330)"
Nulles,5000,"(41.633330, 0.750000)"
Numakai,363,"(43.333330, 141.866670)"
Nyaung,738,"(21.208330, 94.916670)"
Nyirábrany,1100,"(47.550000, 22.025000)"
Ochansk,500000,"(57.783330, 55.266670)"
Oesede,1400,"(52.283330, 8.050000)"
Oesel,6000,"(58.500000, 23.000000)"
Ofehértó,3750,"(47.883330, 22.033330)"
Ogi,14360,"(33.283330, 130.200000)"
Ohaba,16250,"(46.066670, 23.583330)"
Ohuma,7700,"(6.750000, 8.500000)"
Ojuelos Altos,5850,"(38.183330, -5.400000)"
Okabe,194,"(36.183330, 139.216670)"
Okano,4742,"(35.083330, 135.200000)"
Okniny,12000,"(50.833330, 25.500000)"
Oldenburg (1930),16570,"(52.950000, 8.166670)"
Oliva-Gandia,,"(39.000000, -0.033330)"
Olivenza,150000,"(38.716670, -7.066670)"
Olmedilla de Alarcón,40000,"(39.566670, -2.100000)"
Omolon,250000,"(64.020000, 161.808330)"
Orgueil,14000,"(43.883330, 1.383330)"
Orlando,180,"(28.547500, -81.362220)"
Ornans,6000,"(47.116670, 6.150000)"
Ortenau,4500,"(48.500000, 8.000000)"
Orvinio,3400,"(42.133330, 12.933330)"
Oterøy,246,"(58.883330, 9.400000)"
Otomi,6510,"(38.400000, 140.350000)"
Ottawa,840,"(38.600000, -95.216670)"
Ouadangou,4440,"(12.900000, 0.080000)"
Oued el Hadjar,1216,"(30.180000, -6.577170)"
Oum Dreyga,17000,"(24.300000, -13.100000)"
Ourique,20000,"(37.608330, -8.280000)"
Ovambo,122,"(-18.000000, 16.000000)"
Oviedo,205,"(43.400000, -5.866670)"
Owrucz,,"(51.333330, 28.833330)"
Pacula,3400,"(21.050000, -99.300000)"
Padvarninkai,3858,"(55.666670, 25.000000)"
Paitan,515,"(17.743330, 120.455830)"
Palahatchie,,"(32.316670, -89.716670)"
Palca de Aparzo,1430,"(-23.116670, -65.100000)"
Palinshih,18000,"(43.483330, 118.616670)"
Palmyra,135,"(39.800000, -91.500000)"
Palolo Valley,682,"(21.300000, -157.783330)"
Pampanga,10500,"(15.083330, 120.700000)"
Pantar,2130,"(8.066670, 124.283330)"
Paragould,408000,"(36.066670, -90.500000)"
Parambu,2000,"(-6.233330, -40.700000)"
Paranaiba,100000,"(-19.133330, -51.666670)"
Park Forest,18000,"(41.484720, -87.679170)"
Parnallee,77600,"(9.233330, 78.350000)"
Parsa,800,"(26.200000, 85.400000)"
Pasamonte,5100,"(36.216670, -103.400000)"
Patora,4375,"(20.936940, 82.050000)"
Patrimonio,2121,"(-19.533330, -48.566670)"
Patti,12,"(38.133330, 14.966670)"
Patwar,37350,"(23.150000, 91.183330)"
Pavel,2968,"(43.466670, 25.516670)"
Pavlodar (stone),143,"(52.300000, 77.033330)"
Pavlograd,40000,"(48.533330, 35.983330)"
Pavlovka,2000,"(52.033330, 43.000000)"
Pê,,"(11.333670, -3.542170)"
Peace River,45760,"(56.133330, -117.933330)"
Peckelsheim,118,"(51.666670, 9.250000)"
Peekskill,12570,"(41.283330, -73.916670)"
Peña Blanca Spring,70000,"(30.125000, -103.116670)"
Peramiho,165,"(-10.666670, 35.500000)"
Perpeti,23474,"(23.325000, 91.000000)"
Perth,2,"(56.400000, -3.433330)"
Pervomaisky,66000,"(56.633330, 39.433330)"
Pesyanoe,3393,"(55.500000, 66.083330)"
Pétèlkolé,189,"(14.052000, 0.420000)"
Petersburg,1800,"(35.300000, -86.633330)"
Pettiswood,,"(53.533330, -7.333330)"
Phillips County (stone),57900,"(40.000000, -99.250000)"
Phu Hong,500,"(11.250000, 108.583330)"
Phum Sambo,7800,"(12.000000, 105.483330)"
Phuoc-Binh,11000,"(15.716670, 108.100000)"
Piancaldoli,13,"(44.244170, 11.502220)"
Picote,,"(41.366670, -6.233330)"
Pillistfer,23250,"(58.666670, 25.733330)"
Piplia Kalan,42000,"(26.034720, 73.941670)"
Piquetberg,37,"(-32.866670, 18.716670)"
Pirgunje,842,"(25.800000, 88.450000)"
Pirthalla,1161,"(29.583330, 76.000000)"
Pitts,3760,"(31.950000, -83.516670)"
Plantersville,2085,"(30.700000, -96.116670)"
Pleşcoi,6913,"(45.275000, 26.709720)"
Ploschkovitz,39,"(50.533330, 14.116670)"
Pnompehn,96,"(11.583330, 104.916670)"
Pohlitz,3000,"(50.933330, 12.133330)"
Pokhra,350,"(26.716670, 82.666670)"
Pollen,254,"(66.348330, 14.015000)"
Pontlyfni,157,"(53.036390, -4.319440)"
Portales Valley,71400,"(34.175000, -103.295000)"
Portugal,4500,"(38.500000, -8.000000)"
Po-wang Chen,665,"(31.416670, 118.500000)"
Prambachkirchen,2125,"(48.302500, 13.940830)"
Pribram,5555,"(49.666670, 14.033330)"
Pricetown,900,"(39.116670, -83.850000)"
Puerto Lápice,500,"(39.350000, -3.516670)"
Pulsora,560,"(23.366670, 75.183330)"
Pultusk,250000,"(52.766670, 21.266670)"
Punganaru,100,"(13.333330, 78.950000)"
Putinga,300000,"(-29.033330, -53.050000)"
Qidong,1275,"(32.083330, 121.500000)"
Qingzhen,2600,"(26.533330, 106.466670)"
Queen's Mercy,7000,"(-30.116670, 28.700000)"
Quenggouk,6045,"(17.766670, 95.183330)"
Quesa,10750,"(39.000000, -0.666670)"
Quija,17450,"(44.616670, 126.133330)"
Quincay,65,"(46.600000, 0.250000)"
Raco,5000,"(-26.666670, -65.450000)"
Raghunathpura,10200,"(27.725280, 76.465000)"
Rahimyar Khan,67225,"(28.225000, 70.200000)"
Rakovka,9000,"(52.983330, 37.033330)"
Ramnagar,3766,"(26.450000, 82.900000)"
Rampurhat,100,"(24.166670, 87.766670)"
Ramsdorf,4682,"(51.883330, 6.933330)"
Ranchapur,290,"(23.983330, 87.083330)"
Rancho de la Presa,300,"(19.866670, -100.816670)"
Rangala,3225,"(25.383330, 72.016670)"
Raoyang,4910,"(38.200000, 115.700000)"
Ras Tanura,6,"(26.666670, 50.150000)"
Rasgrad,24700,"(43.500000, 26.533330)"
Ratyn,910,"(52.200000, 17.983330)"
Red Canyon Lake,18,"(38.137420, -119.758120)"
Reliegos,17300,"(42.475000, -5.333330)"
Rembang,10000,"(-6.733330, 111.366670)"
Renazzo,1000,"(44.766670, 11.283330)"
Renca,300,"(-32.750000, -65.283330)"
Renqiu,355,"(38.666670, 116.133330)"
Repeev Khutor,7000,"(48.600000, 45.666670)"
Revelstoke,1,"(51.333330, -118.950000)"
Rewari,3332,"(28.200000, 76.666670)"
Rich Mountain,668,"(35.033330, -83.033330)"
Richardton,90000,"(46.883330, -102.316670)"
Richland Springs,1900,"(31.250000, -99.033330)"
Richmond,1800,"(37.466670, -77.500000)"
Rio Negro,1310,"(-26.100000, -49.800000)"
Rivolta de Bassi,103,"(45.483330, 9.516670)"
Rochester,340,"(41.083330, -86.283330)"
Rockhampton,1641,"(-23.383330, 150.516670)"
Roda,400,"(42.300000, 0.550000)"
Rodach,2900,"(50.350000, 10.800000)"
Rose City,10600,"(44.516670, -83.950000)"
Rowton,3500,"(52.766670, -2.516670)"
Ruhobobo,466,"(-1.450000, 29.833330)"
Rumuruti,67,"(0.266670, 36.533330)"
Rupota,6000,"(-10.266670, 38.766670)"
Ryechki,13000,"(51.133330, 34.500000)"
Sabetmahet,1250,"(27.433330, 82.083330)"
Sabrum,478,"(23.083330, 91.666670)"
Sagan,,"(51.533330, 14.883330)"
Saint-Sauveur,14000,"(43.733330, 1.383330)"
Saint-Séverin,271000,"(45.300000, 0.233330)"
Sakauchi,4180,"(35.666670, 136.300000)"
Salem,61,"(44.979170, -122.969440)"
Salles,9000,"(46.050000, 4.633330)"
Salzwedel,43,"(52.750000, 11.050000)"
Samelia,2462,"(25.666670, 74.866670)"
San Juan Capistrano,56,"(33.484720, -117.662500)"
San Michele,237,"(43.666670, 13.000000)"
San Pedro de Quiles,282,"(-31.016670, -71.400000)"
San Pedro Jacuaro,460,"(19.766670, -100.650000)"
Santa Barbara,400,"(-29.200000, -51.866670)"
Santa Cruz,60,"(24.166670, -99.333330)"
Santa Isabel,5500,"(-33.900000, -61.700000)"
Santa Lucia (2008),4000,"(-31.535556, -68.489444)"
São Jose do Rio Preto,927,"(-20.810000, -49.380560)"
Saratov,200000,"(52.550000, 46.550000)"
Sasagase,695,"(34.716670, 137.783330)"
Sauguis,4000,"(43.150000, -0.850000)"
Savtschenskoje,2500,"(47.216670, 29.866670)"
Sayama,430,"(35.866670, 139.400000)"
Sazovice,412,"(49.233330, 17.566670)"
Schellin,7000,"(53.350000, 15.050000)"
Schenectady,283,"(42.860830, -73.950280)"
Schönenberg,8000,"(48.116670, 10.466670)"
Searsmont,5400,"(44.366670, -69.200000)"
Sediköy,240,"(38.300000, 27.133330)"
Segowlie,6930,"(26.750000, 84.783330)"
Selakopi,1590,"(-7.233330, 107.333330)"
Seldebourak,150,"(22.833330, 4.983330)"
Semarkona,691,"(22.250000, 79.000000)"
Sena,4000,"(41.716670, -0.050000)"
Senboku,866,"(39.438330, 140.511670)"
Seoni,20000,"(21.683890, 79.500830)"
Seres,8500,"(41.050000, 23.566670)"
Serra de Magé,1800,"(-8.383330, -36.766670)"
Sete Lagoas,350,"(-19.466670, -44.216670)"
Sevilla,180,"(37.416670, -6.000000)"
Sevrukovo,101000,"(50.616670, 36.600000)"
Sfax,7000,"(34.750000, 10.716670)"
Shalka,4000,"(23.100000, 87.300000)"
Sharps,1265,"(37.833330, -76.700000)"
Shelburne,18600,"(44.050000, -80.166670)"
Shergotty,5000,"(24.550000, 84.833330)"
Sheyang,605,"(33.650000, 120.066670)"
Shikarpur,3680,"(25.850000, 87.577500)"
Shuangyang,3900,"(43.500000, 125.666670)"
Shupiyan,5000,"(33.716670, 74.833330)"
Shytal,3200,"(24.333330, 90.166670)"
Siena,3700,"(43.116670, 11.600000)"
Sikhote-Alin,23000000,"(46.160000, 134.653330)"
Silao,1710,"(20.933330, -101.383330)"
Silistra,0,"(44.116670, 27.266670)"
Simmern,1222,"(49.983330, 7.533330)"
Sinai,1455,"(30.900000, 32.483330)"
Sindhri,8400,"(26.216670, 69.550000)"
Sinnai,2000,"(39.300000, 9.200000)"
Sioux County,4100,"(42.583330, -103.666670)"
Sitathali,1600,"(20.916670, 82.583330)"
Sivas,40000,"(39.824670, 36.135830)"
Sixiangkou,630,"(32.433330, 119.866670)"
Ski,850,"(59.733330, 10.866670)"
Slavetic,1708,"(45.683330, 15.600000)"
Slobodka,2750,"(55.000000, 35.000000)"
Soheria,73,"(27.133330, 84.066670)"
Soko-Banja,80000,"(43.666670, 21.866670)"
Sologne,54,"(47.366670, 1.733330)"
Sołtmany,1066,"(54.008830, 22.005000)"
Sone,17100,"(35.166670, 135.333330)"
Songyuan,36900,"(45.250000, 125.000000)"
Sopot,958,"(44.416670, 23.500000)"
Soroti,2050,"(1.700000, 33.633330)"
St. Caprais-de-Quinsac,360,"(44.750000, 0.050000)"
St. Christophe-la-Chartreuse,5500,"(46.950000, -1.500000)"
St. Denis Westrem,700,"(51.050000, 3.750000)"
St. Germain-du-Pinel,4000,"(48.016670, -1.150000)"
St. Louis,1000,"(38.700000, -90.233330)"
St. Mark's,13780,"(-32.016670, 27.416670)"
St. Mary's County,24,"(38.166670, -76.383330)"
St. Mesmin,8300,"(48.450000, 3.933330)"
St. Michel,17000,"(61.650000, 27.200000)"
St.-Chinian,134,"(43.433330, 2.950000)"
Ställdalen,34000,"(59.933330, 14.950000)"
Stannern,52000,"(49.283330, 15.566670)"
Stavropol,1500,"(45.050000, 41.983330)"
Ste. Marguerite,4960,"(50.766670, 3.000000)"
Sterlitamak,325000,"(53.666670, 55.983330)"
Stolzenau,,"(52.533330, 9.050000)"
Stratford,50,"(41.200000, -73.133330)"
Strathmore,13400,"(56.583330, -3.250000)"
Stretchleigh,10400,"(50.383330, -3.950000)"
St-Robert,25400,"(45.968610, -72.978060)"
Success,3500,"(36.483330, -90.666670)"
Suchy Dul,815,"(50.538060, 16.263330)"
Suizhou,260000,"(31.616670, 113.466670)"
Sulagiri,110000,"(12.666670, 78.033330)"
Sultanpur,1711,"(25.933330, 84.283330)"
Sungach,637,"(44.866670, 133.166670)"
Supuhee,7235,"(26.716670, 84.216670)"
Sutter's Mill,993,"(38.803890, -120.908060)"
Sylacauga,5560,"(33.188360, -86.294500)"
Tabor,7540,"(49.400000, 14.650000)"
Tadjera,9000,"(36.183330, 5.416670)"
Tagish Lake,10000,"(59.704440, -134.201390)"
Tahara,1000,"(34.720000, 137.305000)"
Takenouchi,720,"(35.383330, 134.900000)"
Talampaya,1421,
Tambakwatu,10500,"(-7.750000, 112.766670)"
Tamdakht,100000,"(31.163330, -7.015000)"
Tané,905,"(35.433330, 136.233330)"
Taonan,3850,"(45.400000, 122.900000)"
Tatahouine,12000,"(32.950000, 10.416670)"
Tathlith,2500,"(19.383330, 43.733330)"
Tauk,6000,"(35.133330, 44.450000)"
Tauti,21000,"(46.716670, 23.500000)"
Tenham,160000,"(-25.733330, 142.950000)"
Tennasilm,28500,"(58.033330, 26.950000)"
Thal,342,"(33.400000, 70.600000)"
Thika,14200,"(-1.002780, 37.150280)"
Thuathe,45300,"(-29.333330, 27.583330)"
Tianzhang,2232,"(32.946670, 118.990000)"
Tieschitz,28000,"(49.600000, 17.116670)"
Tilden,74800,"(38.200000, -89.683330)"
Tillaberi,3000,"(14.250000, 1.533330)"
Timochin,65500,"(54.500000, 35.200000)"
Tirupati,230,"(13.633330, 79.416670)"
Tissint,7000,"(29.481950, -7.611230)"
Tjabe,20000,"(-7.083330, 111.533330)"
Tjerebon,16500,"(-6.666670, 106.583330)"
Tomakovka,600,"(47.850000, 34.766670)"
Tomatlan,900,"(20.166670, -105.216670)"
Tomita,600,"(34.500000, 133.750000)"
Tomiya,28,"(38.366670, 140.865560)"
Tonk,8,"(24.650000, 76.866670)"
Torino,977,"(45.066670, 7.666670)"
Torrington,259,"(42.066670, -104.166670)"
Toulouse,1030,"(43.600000, 1.400000)"
Tounkin,2000,"(51.733330, 102.533330)"
Tourinnes-la-Grosse,14500,"(50.783330, 4.766670)"
Trebbin,1250,"(52.216670, 13.166670)"
Trenzano,11800,"(45.466670, 10.000000)"
Treysa,63000,"(50.916670, 9.183330)"
Tromøy,357,"(58.473330, 8.866670)"
Troup,1020,"(32.166670, -95.100000)"
Trysil,640,"(61.300000, 12.300000)"
Tsukuba,800,"(36.063330, 140.145000)"
Tuan Tuc,13100,"(9.666670, 105.666670)"
Tugalin-Bulen,10000,"(45.466670, 105.383330)"
Tulung Dzong,,"(30.000000, 90.750000)"
Turtle Lake,89,"(45.345830, -92.051670)"
Tuxtuac,30000,"(21.666670, -103.366670)"
Tysnes Island,19860,"(60.000000, 5.616670)"
Tyumen,750,"(57.166670, 65.533330)"
Uberaba,40000,"(-19.816670, -48.783330)"
Ucera,4590,"(11.050000, -69.850000)"
Uchkuduk,1000,"(41.766670, 62.516670)"
Udaipur,2000,
Udei Station,103000,"(7.950000, 8.083330)"
Uden,710,"(51.650000, 5.616670)"
Udipi,3600,"(13.483330, 74.783330)"
Ufana,189,"(-4.266670, 35.350000)"
Ulmiz,77,"(46.933330, 7.216670)"
Umbala,100,"(30.333330, 76.333330)"
Umm Ruaba,1700,"(13.466670, 31.216670)"
Undulung,113,"(66.138890, 124.766670)"
Unkoku,1000,"(34.800000, 127.000000)"
Urasaki,1500,"(34.483330, 133.283330)"
Usti Nad Orlici,1269,"(49.975000, 16.375000)"
Utrecht,9700,"(52.116670, 5.183330)"
Utzenstorf,3422,"(47.116670, 7.550000)"
Uzcudun,20000,"(-44.116670, -66.150000)"
Vago,40,"(45.416670, 11.133330)"
Valdavur,2799,"(11.983330, 79.750000)"
Valdinizza,1004,"(44.866670, 9.150000)"
Valdinoce,,"(44.066670, 12.100000)"
Valera,50000,"(9.316670, -70.628330)"
Varre-Sai,2500,"(-20.850010, -41.733560)"
Vavilovka,1932,"(46.150000, 32.833330)"
Vengerovo,10800,"(56.133330, 77.266670)"
Veramin,54000,"(35.333330, 51.633330)"
Verkhne Tschirskaia,8000,"(48.416670, 43.200000)"
Vernon County,1500,"(43.500000, -91.166670)"
Vetluga,750,"(57.800000, 45.800000)"
Vigarano,15000,"(44.850000, 11.400000)"
Villalbeto de la Peña,3500,"(42.800000, -4.666670)"
Villarrica,,"(-25.833330, -56.500000)"
Vilna,0,"(54.225000, -111.691670)"
Virba,3600,"(43.533330, 22.633330)"
Vishnupur,2437,"(23.100000, 87.433330)"
Vissannapeta,1304,"(16.833330, 80.750000)"
Visuni,594,"(25.450000, 70.000000)"
Vouillé,20000,"(46.633330, 0.166670)"
Walters,28100,"(34.333330, -98.300000)"
Warrenton,1600,"(38.683330, -91.150000)"
Washougal,225,"(45.583330, -122.350000)"
Werdama,4000,"(32.797320, 21.787130)"
Wessely,3750,"(48.950000, 17.383330)"
Weston,150000,"(41.266667, -73.266667)"
Wethersfield (1971),350,"(41.700000, -72.650000)"
Wethersfield (1982),2756,"(41.710560, -72.673610)"
Whetstone Mountains,2139,"(31.961850, -110.434183)"
Wiluna,150000,"(-26.592780, 120.328330)"
Witklip Farm,22,"(-26.000000, 30.000000)"
Witsand Farm,66,"(-28.666670, 18.916670)"
Wittekrantz,2200,"(-32.500000, 23.000000)"
Wolamo,166,"(9.000000, 39.000000)"
Wold Cottage,25000,"(54.136670, -0.413330)"
Woolgorong,36000,"(-27.750000, 115.833330)"
Worden,1551,"(42.384670, -83.611500)"
Wuan,50000,"(36.750000, 114.250000)"
Wuzhi,,"(35.133330, 113.333330)"
Xi Ujimgin,5900,"(44.666670, 117.500000)"
Xingyang,75500,"(32.333330, 114.316670)"
Yafa,5700,"(13.711110, 45.170000)"
Yambo,4,"(1.000000, 22.500000)"
Yangchiang,20000,"(21.833330, 111.833330)"
Yanzhuang,3500,"(24.566670, 114.166670)"
Yardymly,150200,"(38.933330, 48.250000)"
Yatoor,13600,"(14.300000, 79.766670)"
Yonozu,31650,"(37.750000, 139.000000)"
Yorktown (New York),250,"(41.283330, -73.816670)"
Yoshiki,0,"(34.166670, 131.450000)"
Yukan,4800,"(28.716670, 116.616670)"
Yurtuk,1472,"(47.316670, 35.366670)"
Zaborzika,3867,"(50.283330, 27.683330)"
Zabrodje,3000,"(55.183330, 27.916670)"
Zag,175000,"(27.333330, -9.333330)"
Zagami,18000,"(11.733330, 7.083330)"
Zaisan,463,"(47.500000, 83.000000)"
Zaisho,330,"(33.700000, 133.800000)"
Zaoyang,14250,"(32.300000, 112.750000)"
Zavetnoe,800,"(47.133330, 43.900000)"
Zavid,95000,"(44.400000, 19.116670)"
Zebrak,2000,"(49.883330, 13.916670)"
Zemaitkiemis,44100,"(55.300000, 25.000000)"
Zhaodong,42000,"(45.816670, 125.916670)"
Zhovtnevyi,107000,"(47.583330, 37.250000)"
Zhuanghe,2900,"(39.666670, 122.983330)"
Zmenj,246,"(51.833330, 26.833330)"
Zomba,7500,"(-15.183330, 35.283330)"
Zsadany,552,"(46.933330, 21.500000)"
Zvonkov,2568,"(50.200000, 30.250000)"
Abajo,331,"(26.800000, -105.416670)"
